% Version 1.00
%
% Ref Impedances: Z01: 50, Z02: 50
% 
%freq[Hz];Trc1_S21[U];
1.000000000000000E+005,2.944397130375471E-005,
5.084865245245245E+006,4.187259138796965E-004,
1.006973049049049E+007,9.025937603363707E-004,
1.505459573573574E+007,1.798383560323728E-003,
2.003946098098098E+007,2.395967759794313E-003,
2.502432622622623E+007,3.476799332541310E-003,
3.000919147147147E+007,5.118746897788469E-003,
3.499405671671671E+007,8.658890745890163E-003,
3.997892196196196E+007,1.796768120788211E-002,
4.496378720720721E+007,5.855984492794716E-002,
4.994865245245245E+007,4.472427020523779E-002,
5.493351769769770E+007,2.591998465222935E-002,
5.991838294294295E+007,2.085832904360861E-002,
6.490324818818819E+007,1.530284510347158E-002,
6.988811343343343E+007,1.191090873524833E-002,
7.487297867867868E+007,9.459498420059078E-003,
7.985784392392393E+007,7.148933004700094E-003,
8.484270916916917E+007,6.977039139544779E-003,
8.982757441441442E+007,6.454776135040998E-003,
9.481243965965965E+007,5.983297650905638E-003,
9.979730490490490E+007,6.551861414681674E-003,
1.047821701501502E+008,7.334265276249013E-003,
1.097670353953954E+008,8.251954667333009E-003,
1.147519006406407E+008,8.980110616808975E-003,
1.197367658858859E+008,9.271747980123720E-003,
1.247216311311311E+008,1.026119971833523E-002,
1.297064963763764E+008,1.156149733801796E-002,
1.346913616216216E+008,1.394534908992219E-002,
1.396762268668669E+008,1.836445489472582E-002,
1.446610921121121E+008,2.186588907529938E-002,
1.496459573573574E+008,2.842559251692062E-002,
1.546308226026026E+008,4.022341772945433E-002,
1.596156878478479E+008,7.086629217329168E-002,
1.646005530930931E+008,1.351510203403598E-001,
1.695854183383384E+008,1.577733058112192E-001,
1.745702835835836E+008,9.117941262533927E-002,
1.795551488288288E+008,5.587354426163758E-002,
1.845400140740741E+008,3.875501503660147E-002,
1.895248793193193E+008,2.953808868362834E-002,
1.945097445645646E+008,2.324218928494423E-002,
1.994946098098098E+008,1.811243413008397E-002,
2.044794750550551E+008,1.419172778216710E-002,
2.094643403003003E+008,1.102146592429301E-002,
2.144492055455456E+008,8.671111796767231E-003,
2.194340707907908E+008,6.343509399905407E-003,
2.244189360360360E+008,5.017037600035739E-003,
2.294038012812813E+008,3.980685285507983E-003,
2.343886665265265E+008,4.082484964994262E-003,
2.393735317717718E+008,5.871946982173039E-003,
2.443583970170170E+008,9.095566614199665E-003,
2.493432622622623E+008,1.329624181351317E-002,
2.543281275075075E+008,1.930539065502425E-002,
2.593129927527528E+008,2.775696690947875E-002,
2.642978579979980E+008,4.120880547168529E-002,
2.692827232432432E+008,6.464464439324813E-002,
2.742675884884885E+008,1.080200857548418E-001,
2.792524537337337E+008,1.620200859718533E-001,
2.842373189789790E+008,1.346447265443358E-001,
2.892221842242242E+008,9.161711010507061E-002,
2.942070494694695E+008,6.643282161757520E-002,
2.991919147147147E+008,5.194272083772868E-002,
3.041767799599600E+008,4.232018833131357E-002,
3.091616452052052E+008,3.641126409268142E-002,
3.141465104504505E+008,3.091899297767577E-002,
3.191313756956957E+008,2.547844338576552E-002,
3.241162409409409E+008,2.151203499947533E-002,
3.291011061861862E+008,1.827001775151905E-002,
3.340859714314314E+008,1.530760978689754E-002,
3.390708366766767E+008,1.272809123075582E-002,
3.440557019219219E+008,1.043741955474529E-002,
3.490405671671672E+008,8.624058778427387E-003,
3.540254324124124E+008,7.259517064928483E-003,
3.590102976576577E+008,5.636971213802008E-003,
3.639951629029029E+008,4.228972475096704E-003,
3.689800281481482E+008,3.117256388470821E-003,
3.739648933933934E+008,2.479647302966448E-003,
3.789497586386386E+008,2.538029484325882E-003,
3.839346238838839E+008,3.441520507736532E-003,
3.889194891291291E+008,4.531711116786045E-003,
3.939043543743744E+008,5.436496496047109E-003,
3.988892196196196E+008,6.299700625872140E-003,
4.038740848648649E+008,7.259055173349734E-003,
4.088589501101101E+008,8.731433987391532E-003,
4.138438153553554E+008,1.027171774888133E-002,
4.188286806006006E+008,1.217172985815370E-002,
4.238135458458459E+008,1.457374743228665E-002,
4.287984110910911E+008,1.579458576759636E-002,
4.337832763363363E+008,1.556505162512187E-002,
4.387681415815816E+008,1.567858547549399E-002,
4.437530068268268E+008,1.624014103821614E-002,
4.487378720720721E+008,1.717987718704438E-002,
4.537227373173173E+008,1.878102019936686E-002,
4.587076025625626E+008,1.986342615519871E-002,
4.636924678078078E+008,2.208040918286837E-002,
4.686773330530531E+008,2.422124669828163E-002,
4.736621982982983E+008,2.670576434732410E-002,
4.786470635435436E+008,2.917069707899924E-002,
4.836319287887888E+008,3.149384660130314E-002,
4.886167940340340E+008,3.406365413896919E-002,
4.936016592792793E+008,3.605320447436286E-002,
4.985865245245245E+008,3.776885592752264E-002,
5.035713897697698E+008,3.908745433901781E-002,
5.085562550150150E+008,4.010017548036233E-002,
5.135411202602603E+008,4.091734892685404E-002,
5.185259855055055E+008,4.076857704007823E-002,
5.235108507507508E+008,4.070059082851365E-002,
5.284957159959960E+008,4.117760954463070E-002,
5.334805812412412E+008,4.134043878129116E-002,
5.384654464864864E+008,4.188906471125757E-002,
5.434503117317318E+008,4.301719380523578E-002,
5.484351769769770E+008,4.471758941316781E-002,
5.534200422222222E+008,4.632582152545682E-002,
5.584049074674674E+008,4.756733933412261E-002,
5.633897727127128E+008,4.948511656427278E-002,
5.683746379579580E+008,5.069505410256044E-002,
5.733595032032032E+008,5.116424165267581E-002,
5.783443684484484E+008,5.176743484477533E-002,
5.833292336936938E+008,5.084623955682065E-002,
5.883140989389390E+008,5.100890812612549E-002,
