% Version 1.00
%
% Ref Impedances: Z01: 50, Z02: 50
% 
%freq[Hz];Trc1_S21[U];
1.000000000000000E+005,1.085503976926265E-005,
5.084865245245245E+006,4.388797473643481E-004,
1.006973049049049E+007,9.152838346158273E-004,
1.505459573573574E+007,1.772235945746135E-003,
2.003946098098098E+007,2.388260578663620E-003,
2.502432622622623E+007,3.371186809202499E-003,
3.000919147147147E+007,4.669888452140249E-003,
3.499405671671671E+007,7.818006411969695E-003,
3.997892196196196E+007,1.447912926706793E-002,
4.496378720720721E+007,4.004716752958038E-002,
4.994865245245245E+007,9.496400215497433E-002,
5.493351769769770E+007,3.269688139556595E-002,
5.991838294294295E+007,2.601289504929475E-002,
6.490324818818819E+007,1.817427375456138E-002,
6.988811343343343E+007,1.329292266461819E-002,
7.487297867867868E+007,1.058010029180632E-002,
7.985784392392393E+007,9.097545509086690E-003,
8.484270916916917E+007,9.169221994901748E-003,
8.982757441441442E+007,9.503861199427133E-003,
9.481243965965965E+007,1.013100973699180E-002,
9.979730490490490E+007,1.136829032220671E-002,
1.047821701501502E+008,1.303427704970978E-002,
1.097670353953954E+008,1.509393065555260E-002,
1.147519006406407E+008,1.752894533940761E-002,
1.197367658858859E+008,2.058017415444293E-002,
1.247216311311311E+008,2.491212108265374E-002,
1.297064963763764E+008,3.127787632085784E-002,
1.346913616216216E+008,4.046726497173492E-002,
1.396762268668669E+008,5.709750421429014E-002,
1.446610921121121E+008,8.984090431335394E-002,
1.496459573573574E+008,1.718119661172287E-001,
1.546308226026026E+008,2.245659319210917E-001,
1.596156878478479E+008,1.389312766918507E-001,
1.646005530930931E+008,1.016522085532132E-001,
1.695854183383384E+008,8.290545180313340E-002,
1.745702835835836E+008,6.042912854661822E-002,
1.795551488288288E+008,3.780317780881532E-002,
1.845400140740741E+008,2.471706159435451E-002,
1.895248793193193E+008,1.782582945303303E-002,
1.945097445645646E+008,1.423537261841760E-002,
1.994946098098098E+008,1.237439025019232E-002,
2.044794750550551E+008,1.088734539207719E-002,
2.094643403003003E+008,9.607137551073015E-003,
2.144492055455456E+008,8.504505733421179E-003,
2.194340707907908E+008,7.583014990017984E-003,
2.244189360360360E+008,7.108826936170569E-003,
2.294038012812813E+008,7.220235963950916E-003,
2.343886665265265E+008,7.127983292468721E-003,
2.393735317717718E+008,7.422251369759435E-003,
2.443583970170170E+008,8.264725688190425E-003,
2.493432622622623E+008,9.961839458632453E-003,
2.543281275075075E+008,1.277194239344719E-002,
2.593129927527528E+008,1.658831440220594E-002,
2.642978579979980E+008,2.203451733310740E-002,
2.692827232432432E+008,3.046572262153289E-002,
2.742675884884885E+008,4.324159848600586E-002,
2.792524537337337E+008,6.761008741578505E-002,
